location,year,category,rank,query
Nigeria,2012,People,5,Nuri Sahin
Nigeria,2012,People,1,Jamb
Nigeria,2012,People,2,Mozat
Nigeria,2012,People,3,Boko Haram
Nigeria,2012,People,4,Asuu Strike
Nigeria,2012,People,5,Google news
Norway,2012,People,1,Whitney Houston
Norway,2012,People,2,Kate Middleton
Norway,2012,People,3,Amanda Todd
Norway,2012,People,4,Morgan Freeman
Norway,2012,People,5,Alexander Dale Oen
Norway,2012,People,1,Laleh
Norway,2012,People,2,Loreen
Norway,2012,People,3,One Direction
Norway,2012,People,4,Vinni
Norway,2012,People,5,Whitney Houston
Norway,2012,Global Figures,1,Henning Warloe
Norway,2012,Global Figures,2,Jenny Klinge
Norway,2012,Global Figures,3,Trygve Slagsvold Vedum
Norway,2012,Global Figures,4,Jette Christensen
Norway,2012,Global Figures,5,Anne-Grete Strøm-erichsen
Norway,2012,People,1,Netflix
Norway,2012,People,2,EM 2012
Norway,2012,People,3,Kalender 2012
Norway,2012,People,4,Wordfeud
Norway,2012,People,5,Artige.No
Peru,2012,People,1,Anna Polina
Peru,2012,People,2,Wachiturros
Peru,2012,People,3,Kurt Cobain
Peru,2012,People,4,Michel Telo
Peru,2012,People,5,Whitney Houston
Peru,2012,People,1,Siagie
Peru,2012,People,2,Fonavi
Peru,2012,People,3,Combate
Peru,2012,People,4,Yo Soy
Peru,2012,People,5,Servicios Movistar
Philippines,2012,People,1,Jeremy Lin
Philippines,2012,People,2,Whitney Houston
Philippines,2012,People,3,Dolphy
Philippines,2012,People,4,Janelle Manahan
Philippines,2012,People,5,Daniel Padilla
Philippines,2012,Global Figures,1,Jesse Robredo
Philippines,2012,Global Figures,2,Corona
Philippines,2012,Global Figures,3,Barack Obama
Philippines,2012,Global Figures,4,Iggy Arroyo
Philippines,2012,Global Figures,5,Romney
Philippines,2012,People,1,SimSimi
Philippines,2012,People,2,Angry Birds
Philippines,2012,People,3,Tertris Battle
Philippines,2012,People,4,Super Bass lyrics
Philippines,2012,People,5,Gangnam style
Poland,2012,Athletes,1,Robert Lewandowski
Poland,2012,Athletes,2,Ronaldo
Poland,2012,Athletes,3,Marit Bjorgen
Poland,2012,Athletes,4,Szczęsny
Poland,2012,Athletes,5,Lee Richardson
Poland,2012,People,1,Natalia Siwiec
Poland,2012,People,2,Whitney Houston
Poland,2012,People,3,Robert Lewandowski
Poland,2012,People,4,Wisława Szymborska
Poland,2012,People,5,Irena Jarocka
Poland,2012,People,1,Kwejk
Poland,2012,People,2,Tablica
Poland,2012,People,3,Euro 2012
Poland,2012,People,4,ACTA
Poland,2012,People,5,TVN player
Portugal,2012,People,1,Luciana Abreu
Portugal,2012,People,2,Adele
Portugal,2012,People,3,Rita Pereira
Portugal,2012,People,4,Bernardo Sasseti
Portugal,2012,People,5,Margarida Marante
Portugal,2012,People,1,Euro2012
Portugal,2012,People,2,Casa dos segredos
Portugal,2012,People,3,Pingo Doce
Portugal,2012,People,4,Rock In Rio
Portugal,2012,People,5,Idolos
Romania,2012,People,1,Whitney Houston
Romania,2012,People,2,Adrian Nastase
Romania,2012,People,3,Lucian Bute
Romania,2012,People,4,Cristian Gog
Romania,2012,People,5,Traian Basescu
Romania,2012,People,1,Creative Monkeyz
Romania,2012,People,2,Rezultate Bacalaureat
Romania,2012,People,3,Mercador
Romania,2012,People,4,Filme Online
Romania,2012,People,5,9GAG
Saudi Arabia,2012,People,1,فيليكس بومجارتنر
Saudi Arabia,2012,People,2,شما حمدان
Saudi Arabia,2012,People,3,بلقيس أحمد فتحي
Saudi Arabia,2012,People,4,كارمن سليمان
Saudi Arabia,2012,People,5,محمد طاهر
Saudi Arabia,2012,People,1,نتائج الطلاب
Saudi Arabia,2012,People,2,التأمينات
Saudi Arabia,2012,People,3,عرب ايدول
Saudi Arabia,2012,People,4,مسلسلات رمضان ٢٠١٢
Saudi Arabia,2012,People,5,محمد مرسي
Senegal,2012,People,1,Macky Sall
Senegal,2012,People,2,Cheikh Yerim Seck
Senegal,2012,People,3,Aida Samb
Senegal,2012,People,4,Whitney Houston
Senegal,2012,People,5,Tamsir Jupiter Ndiaye
Senegal,2012,People,1,Dakaractu
Senegal,2012,People,2,Euro 2012
Senegal,2012,People,3,123dakar
Senegal,2012,People,4,McDonalds
Senegal,2012,People,5,CAN 2012
Singapore,2012,People,1,Jeremy Lin
Singapore,2012,People,2,Lee Kuan Yew
Singapore,2012,People,3,Whitney Houston
Singapore,2012,People,4,Kate Middleton
Singapore,2012,People,5,Amy Cheong
Singapore,2012,People,1,Olympics 2012
Singapore,2012,People,2,Gangnam Style
Singapore,2012,People,3,SOPA
Singapore,2012,People,4,Legoland Malaysia
Singapore,2012,People,5,Zerg Rush
Slovakia,2012,People,1,Whitney Houston
Slovakia,2012,People,2,Felix Baumgartner
Slovakia,2012,People,3,Michael Clarke Duncan
Slovakia,2012,People,4,James Blunt
Slovakia,2012,People,5,Macaulay Culkin
Slovakia,2012,People,1,Hotel Paradise
Slovakia,2012,People,2,Farma
Slovakia,2012,People,3,Modrykonik
Slovakia,2012,People,4,Voľby 2012
Slovakia,2012,People,5,Telekom
South Africa,2012,Athletes,1,Caster Semenya
South Africa,2012,Athletes,2,Chad le Clos
South Africa,2012,Athletes,3,Usain Bolt
South Africa,2012,Athletes,4,Lance Armstrong
South Africa,2012,Athletes,5,Felix Baumgartner
South Africa,2012,People,1,Whitney Houston
South Africa,2012,People,2,Caster Semenya
South Africa,2012,People,3,Khanyi Mbau
South Africa,2012,People,4,Chad le Clos
South Africa,2012,People,5,Usain Bolt
South Africa,2012,People,1,OLX
South Africa,2012,People,2,Whitney Houston
South Africa,2012,People,3,Hurricane Sandy
South Africa,2012,People,4,Gangnam Style
South Africa,2012,People,5,Olympics
South Korea,2012,Athletes,1,무암바
South Korea,2012,Athletes,2,베르나르도
South Korea,2012,Athletes,3,네이마르
South Korea,2012,Athletes,4,이규환
South Korea,2012,Athletes,5,제레미 린
South Korea,2012,People,1,강남스타일
South Korea,2012,People,2,해를 품은 달
South Korea,2012,People,3,패션왕
South Korea,2012,People,4,드림하이 2
South Korea,2012,People,5,디아블로 3
Spain,2012,People,1,Bankia
Spain,2012,People,2,Mi Tele
Spain,2012,People,3,Prima de Riesgo
Spain,2012,People,4,Gran Hermano 12+1
Spain,2012,People,5,Lo Imposible
Sweden,2012,Athletes,1,Anton Hysen
Sweden,2012,Athletes,2,Mario Balotelli
Sweden,2012,Athletes,3,Anja Pärsson
Sweden,2012,Athletes,4,Mario Gomez
Sweden,2012,Athletes,5,John Guidetti
Sweden,2012,People,1,Hanna Widerstedt
Sweden,2012,People,2,Loreen
Sweden,2012,People,3,Carolina Gynning
Sweden,2012,People,4,Whitney Houston
Sweden,2012,People,5,Laila Bagge
Sweden,2012,People,1,Hanna Widerstedt
Sweden,2012,People,2,Netflix
Sweden,2012,People,3,Swefilmer
Sweden,2012,People,4,Diablo 3
Sweden,2012,People,5,Loreen
Switzerland,2012,People,1,Felix Baumgartner
Switzerland,2012,People,2,Whitney Houston
Switzerland,2012,People,3,Micaela Schaefer
Switzerland,2012,People,4,Dirk Bach
Switzerland,2012,People,5,Kate Middleton
Switzerland,2012,People,1,Zalando
Switzerland,2012,People,2,RTS
Switzerland,2012,People,3,Coop
Switzerland,2012,People,4,SBB Online Fahrplan
Switzerland,2012,People,5,Costa Concordia
Taiwan,2012,People,1,李宗瑞
Taiwan,2012,People,2,林書豪
Taiwan,2012,People,3,吳亞馨
Taiwan,2012,People,4,Makiyo
Taiwan,2012,People,5,台北暗殺星
Taiwan,2012,People,1,李宗瑞
Taiwan,2012,People,2,林書豪
Taiwan,2012,People,3,吳亞馨
Taiwan,2012,People,4,威力彩
Taiwan,2012,People,5,淡定紅茶
Thailand,2012,People,1,ครูอังคณา
Thailand,2012,People,2,งานแต่งวุ้นเส้น
Thailand,2012,People,3,ญาญ่า
Thailand,2012,People,4,ณเดช
Thailand,2012,People,5,ทับทิม
Thailand,2012,People,1,4Shared
Thailand,2012,People,2,แรงเงา
Thailand,2012,People,3,Simsimi
Thailand,2012,People,4,Gangnam Style
Thailand,2012,People,5,วินาทีเดียวเท่านั้น
Turkey,2012,People,1,Facebook
Turkey,2012,People,2,YouTube
Turkey,2012,People,3,e-Okul
Turkey,2012,People,4,Ösym
Turkey,2012,People,5,Ekşi Sözlük
Uganda,2012,People,1,Whitney Houston
Uganda,2012,People,2,Van Persie
Uganda,2012,People,3,Obama
Uganda,2012,People,4,Ronaldinho
Uganda,2012,People,5,Usain Bolt
Uganda,2012,People,1,Waptrick
Uganda,2012,People,2,Xscore
Uganda,2012,People,3,Euro 2012
Uganda,2012,People,4,Whitney Houston
Uganda,2012,People,5,Wapdam
United Arab Emirates,2012,People,1,Whitney Houston
United Arab Emirates,2012,People,2,شما حمدان
United Arab Emirates,2012,People,3,Kate Middelton
United Arab Emirates,2012,People,4,يوسف القرضاوي
United Arab Emirates,2012,People,5,فيليكس بومجارتنر
United Arab Emirates,2012,People,1,Gangnam Style
United Arab Emirates,2012,People,2,iPad 3
United Arab Emirates,2012,People,3,Olympics 2012
United Arab Emirates,2012,People,4,Samsung Galaxy S3
United Arab Emirates,2012,People,5,The Avengers
United Kingdom,2012,People,1,Whitney Houston
United Kingdom,2012,People,2,Kate Middleton
United Kingdom,2012,People,3,Gary Barlow
United Kingdom,2012,People,4,Tulisa
United Kingdom,2012,People,5,Jessica Ennis
United Kingdom,2012,Global Figures,1,Jeremy Hunt
United Kingdom,2012,Global Figures,2,Boris Johnson
United Kingdom,2012,Global Figures,3,Justine Greening
United Kingdom,2012,Global Figures,4,Alex Salmond
United Kingdom,2012,Global Figures,5,Michael Gove
United Kingdom,2012,People,1,Euro 2012
United Kingdom,2012,People,2,Olympic tickets
United Kingdom,2012,People,3,Whitney Houston
United Kingdom,2012,People,4,Kate Middleton
United Kingdom,2012,People,5,April Jones
United States,2012,Athletes,1,Jeremy Lin
United States,2012,Athletes,2,Peyton Manning
United States,2012,Athletes,3,Michael Phelps
United States,2012,Athletes,4,Ryan Lochte
United States,2012,Athletes,5,Tim Tebow
United States,2012,People,1,Whitney Houston
United States,2012,People,2,Jeremy Lin
United States,2012,People,3,Amanda Todd
United States,2012,People,4,Michael Clark Duncan
United States,2012,People,5,Kate Middleton
United States,2012,People,1,Whitney Houston
United States,2012,People,2,Hurricane Sandy
United States,2012,People,3,Election 2012
United States,2012,People,4,Hunger Games
United States,2012,People,5,Jeremy Lin
Global,2013,Athletes,1,Oscar Pistorius
Global,2013,Athletes,2,Aaron Hernandez
Global,2013,Athletes,3,Adrian Peterson
Global,2013,Athletes,4,Kevin Ware
Global,2013,Athletes,5,Lance Armstrong
Global,2013,People,1,Nelson Mandela
Global,2013,People,2,Paul Walker
Global,2013,People,3,Malala Yousafzai
Global,2013,People,4,James Gandolfini
Global,2013,People,5,Miley Cyrus
Global,2013,People,1,Cory Monteith
Global,2013,People,2,Amanda Bynes
Global,2013,People,3,James Gandolfini
Global,2013,People,4,Charlie Hunnam
Global,2013,People,5,Robin Thicke
Global,2013,People,1,Nelson Mandela
Global,2013,People,2,Paul Walker
Global,2013,People,3,iPhone 5s
Global,2013,People,4,Cory Monteith
Global,2013,People,5,Harlem Shake
Argentina,2013,People,1,Padrón electoral
Argentina,2013,People,2,Aliados
Argentina,2013,People,3,Dólar blue
Argentina,2013,People,4,Feriados 2013
Argentina,2013,People,5,Cory Monteith
Argentina,2013,People,1,Cory Monteith
Argentina,2013,People,2,Ángeles Rawson
Argentina,2013,People,3,Jorge Bergoglio
Argentina,2013,People,4,Florencia Peña
Argentina,2013,People,5,Ricardo Fort
Australia,2013,People,1,Paul Walker
Australia,2013,People,2,Cory Monteith
Australia,2013,People,3,Ricky Martin
Australia,2013,People,4,Amanda Bynes
Australia,2013,People,5,Rolf Harris
Australia,2013,People,1,Paul Walker
Australia,2013,People,2,Cory Monteith
Australia,2013,People,3,Royal Baby
Australia,2013,People,4,iPhone 5s
Australia,2013,People,5,North Korea
Australia,2013,People,1,Paul Walker
Australia,2013,People,2,Cory Monteith
Australia,2013,People,3,Nelson Mandela
Australia,2013,People,4,Tony Abbott
Australia,2013,People,5,Oscar Pistorius
Australia,2013,Global Figures,1,Tony Abbott
Australia,2013,Global Figures,2,Kevin Rudd
Australia,2013,Global Figures,3,Clive Palmer
Australia,2013,Global Figures,4,Sophie Mirabella
Australia,2013,Global Figures,5,Fiona Scott
Bangladesh,2013,People,1,Paul Walker
Bangladesh,2013,People,2,Jiah Khan
Bangladesh,2013,People,3,Nelson Mandela
Bangladesh,2013,People,4,Mita Noor
Bangladesh,2013,People,5,Shradda Kapoor
Canada,2013,Athletes,1,Tiger Woods
Canada,2013,Athletes,2,Oscar Pistorius
Canada,2013,Athletes,3,Aaron Hernandez
Canada,2013,Athletes,4,Lindsey Vonn
Canada,2013,Athletes,5,Jarome Iginla
Canada,2013,Global Figures,1,Rob Ford
Canada,2013,Global Figures,2,Cory Monteith
Canada,2013,Global Figures,3,Tim Bosma
Canada,2013,Global Figures,4,Chris Hadfield
Canada,2013,Global Figures,5,Rehtaeh Parsons
Canada,2013,People,1,Cory Monteith
Canada,2013,People,2,Paul Walker
Canada,2013,People,3,Amanda Bynes
Canada,2013,People,4,James Gandolfini
Canada,2013,People,5,Jennifer Lawrence
Canada,2013,People,1,Rob Ford
Canada,2013,People,2,Cory Monteith
Canada,2013,People,3,Paul Walker
Canada,2013,People,4,Tim Bosma
Canada,2013,People,5,Boston Marathon
China,2013,People,1,彭丽媛
China,2013,People,2,斯诺登
China,2013,People,3,王菲
China,2013,People,4,邓文迪
China,2013,People,5,林志炫
Colombia,2013,People,1,Hugo Chavez
Colombia,2013,People,2,Papa Francisco
Colombia,2013,People,3,Capriles
Colombia,2013,People,4,Douglas Adams
Colombia,2013,People,5,Nicolas Maduro
Czechia,2013,Global Figures,1,Kate Middleton
Czechia,2013,Global Figures,2,Cory Monteith
Czechia,2013,Global Figures,3,Niki Lauda
Czechia,2013,Global Figures,4,Charlie Hunnam
Czechia,2013,Global Figures,5,Lou Reed
Estonia,2013,People,1,Paul Walker
Estonia,2013,People,2,Robbie Williams
Estonia,2013,People,3,Katrin Silman
Estonia,2013,People,4,Jackie Chan
Estonia,2013,People,5,Cory Monteith
Finland,2013,People,1,Paul Walker
Finland,2013,People,2,Andy McCoy
Finland,2013,People,3,Marianne Kallio
Finland,2013,People,4,Sini Sabotage
Finland,2013,People,5,Isac Elliot
France,2013,People,1,Paul Walker
France,2013,People,2,Kate Middleton
France,2013,People,3,Valérie Benguigui
France,2013,People,4,Nabilla
France,2013,People,5,Nelson Mandela
Ghana,2013,People,1,Paul Walker
Ghana,2013,People,2,Goldie Harvey
Ghana,2013,People,3,Rachel Appoh
Ghana,2013,People,4,Trayvon Martin
Ghana,2013,People,5,Pope Francis
Hong Kong,2013,People,1,陳僖儀
Hong Kong,2013,People,2,藍可兒
Hong Kong,2013,People,3,Edward Snowden
Hong Kong,2013,People,4,王維基
Hong Kong,2013,People,5,萬綺雯
India,2013,People,1,Chennai Express
India,2013,People,2,IPL 2013
India,2013,People,3,Aashiqui 2
India,2013,People,4,UIDAI
India,2013,People,5,GATE 2014
Ireland,2013,People,1,Paul Walker
Ireland,2013,People,2,Cory Monteith
Ireland,2013,People,3,Oscar Pistorius
Ireland,2013,People,4,Nelson Mandela
Ireland,2013,People,5,Margaret Thatcher
Ireland,2013,Global Figures,1,Phil Hogan
Ireland,2013,Global Figures,2,Enda Kenny
Ireland,2013,Global Figures,3,Mick Wallace
Ireland,2013,Global Figures,4,James Reilly
Ireland,2013,Global Figures,5,Leo Varadkar
Ireland,2013,People,1,Paul Walker
Ireland,2013,People,2,Ryanair.ie
Ireland,2013,People,3,Cory Monteith
Ireland,2013,People,4,Trivago
Ireland,2013,People,5,Property Tax
Kenya,2013,People,1,Daily post
Kenya,2013,People,2,IEBC
Kenya,2013,People,3,Westgate
Kenya,2013,People,4,Uhuru Kenyatta
Kenya,2013,People,5,OLX
Malaysia,2013,People,1,Paul Walker
Malaysia,2013,People,2,Tegar
Malaysia,2013,People,3,Isteri Mat Yo
Malaysia,2013,People,4,Sharifah Zohra Jabeen
Malaysia,2013,People,5,Nelson Mandela
New Zealand,2013,People,1,Americas Cup
New Zealand,2013,People,2,Paul Walker
New Zealand,2013,People,3,Royal Baby
New Zealand,2013,People,4,Cory Monteith
New Zealand,2013,People,5,Lorde
New Zealand,2013,People,1,Paul Walker
New Zealand,2013,People,2,Cory Monteith
New Zealand,2013,People,3,Lorde
New Zealand,2013,People,4,Kim Kardashian Baby
New Zealand,2013,People,5,Nelson Mandela
Nigeria,2013,People,1,Goldie Harvey
Nigeria,2013,People,2,Pope Francis
Nigeria,2013,People,3,Gonzalo Higuain
Nigeria,2013,People,4,Paul Walker
Nigeria,2013,People,5,Damoche
Pakistan,2013,People,1,Paul Walker
Pakistan,2013,People,2,Jiah Khan
Pakistan,2013,People,3,Nelson Mandela
Pakistan,2013,People,4,Maryam Nawaz
Pakistan,2013,People,5,Shradda Kapoor
Pakistan,2013,People,1,PTV sports live
Pakistan,2013,People,2,Aashiqui 2
Pakistan,2013,People,3,Chennai express
Pakistan,2013,People,4,Bigg boss 7
Pakistan,2013,People,5,Dunya news
Poland,2013,People,1,Paul Walker
Poland,2013,People,2,Anna German
Poland,2013,People,3,Ewa Chodakowska
Poland,2013,People,4,Anna Grodzka
Poland,2013,People,5,Piotr Żyła
Romania,2013,People,1,Paul Walker
Romania,2013,People,2,Sergiu Nicolaescu
Romania,2013,People,3,Ramona Fabian
Romania,2013,People,4,Mica Abracadabra
Romania,2013,People,5,Dana Nicolaescu
Singapore,2013,People,1,Paul Walker
Singapore,2013,People,2,Cory Monteith
Singapore,2013,People,3,Huang Wenyong
Singapore,2013,People,4,Nelson Mandela
Singapore,2013,People,5,Gordon Ramsay
Slovakia,2013,Global Figures,1,Kate Middleton
Slovakia,2013,Global Figures,2,Cory Monteith
Slovakia,2013,Global Figures,3,Jorge Bergoglio
Slovakia,2013,Global Figures,4,Beyoncé
Slovakia,2013,Global Figures,5,Ellie Goulding
South Africa,2013,People,1,Nelson Mandela
South Africa,2013,People,2,Oscar Pistorius
South Africa,2013,People,3,Paul Walker
South Africa,2013,People,4,Vuyo Mbuli
South Africa,2013,People,5,Reeva Steenkamp
South Africa,2013,People,1,Nelson Mandela
South Africa,2013,People,2,Oscar Pistorius
South Africa,2013,People,3,Paul Walker
South Africa,2013,People,4,Defencex
South Africa,2013,People,5,Vuyo Mbuli
Sweden,2013,People,1,Paul Walker
Sweden,2013,People,2,Yohio
Sweden,2013,People,3,Zara Larsson
Sweden,2013,People,4,Kristian Gidlund
Sweden,2013,People,5,Nelson Mandela
Switzerland,2013,People,1,Paul Walker
Switzerland,2013,People,2,Ricardolino
Switzerland,2013,People,3,iPhone 5s
Switzerland,2013,People,4,iOS 7
Switzerland,2013,People,5,GTA 5
United Kingdom,2013,People,1,Paul Walker
United Kingdom,2013,People,2,Cory Monteith
United Kingdom,2013,People,3,Oscar Pistorius
United Kingdom,2013,People,4,Nelson Mandela
United Kingdom,2013,People,5,Margaret Thatcher
United Kingdom,2013,People,1,Paul Walker
United Kingdom,2013,People,2,iPhone 5s
United Kingdom,2013,People,3,Royal Baby
United Kingdom,2013,People,4,Cory Monteith
United Kingdom,2013,People,5,Oscar Pistorius
United States,2013,Athletes,1,Aaron Hernandez
United States,2013,Athletes,2,Adrian Peterson
United States,2013,Athletes,3,Kevin Ware
United States,2013,Athletes,4,Jason Collins
United States,2013,Athletes,5,Oscar Pistorius
United States,2013,People,1,Paul Walker
United States,2013,People,2,Boston Marathon Bombing
United States,2013,People,3,Nelson Mandela
United States,2013,People,4,Cory Monteith
United States,2013,People,5,iPhone 5s
Global,2014,People,1,Robin Williams
Global,2014,People,3,Ebola
Global,2014,People,4,Malaysia Airlines
Global,2014,People,5,ALS Ice Bucket Challenge
Global,2014,People,1,Jennifer Lawrence
Global,2014,People,2,Kim Kardashian
Global,2014,People,3,Julie Gayet
Global,2014,People,4,Tracy Morgan
Global,2014,People,5,Renee Zellweger
Global,2014,Athletes,1,James Rodriguez
Global,2014,Athletes,2,Michael Schumacher
Global,2014,Athletes,3,Ray Rice
Global,2014,Athletes,4,Luis Suarez
Global,2014,Athletes,5,Neymar da Silva Santos
Global,2014,Loss,1,Robin Williams
Global,2014,Loss,2,Philip Seymour Hoffman
Global,2014,Loss,3,Peaches Geldof
Global,2014,Loss,4,Shirley Temple
Global,2014,Loss,5,Maya Angelou
Argentina,2014,People,1,Mundial 2014
Argentina,2014,People,2,Camus Hacker
Argentina,2014,People,3,Robin Williams
Argentina,2014,People,4,Cyber Monday
Argentina,2014,People,5,Gran DT
Argentina,2014,People,1,Robin Williams
Argentina,2014,People,2,Jorge Ibáñez
Argentina,2014,People,3,Ezequiel Lavezzi
Argentina,2014,People,4,Nazarena Vélez
Argentina,2014,People,5,Philip Seymour Hoffman
Australia,2014,People,1,World Cup
Australia,2014,People,2,Malaysia Airlines
Australia,2014,People,3,Robin Williams
Australia,2014,People,4,Charlotte Dawson
Australia,2014,People,5,Phil Hughes
Austria,2014,Global Figures,1,Robin Williams
Austria,2014,Global Figures,2,Philip Seymour Hoffman
Austria,2014,Global Figures,3,Jennifer Lawrence
Austria,2014,Global Figures,4,Ellen Page
Austria,2014,Global Figures,5,Renée Zellweger
Bangladesh,2014,People,1,Jennifer Lawrence
Bangladesh,2014,People,2,Robin Williams
Bangladesh,2014,People,3,Suchitra Sen
Bangladesh,2014,People,4,James Rodriguez
Bangladesh,2014,People,5,Naila Nayem
Bangladesh,2014,People,4,Sonali Bank
Bangladesh,2014,People,5,Janata Bank
Brazil,2014,Loss,1,Eduardo Campos
Brazil,2014,Loss,2,Robin Williams
Brazil,2014,Loss,3,José Wilker
Brazil,2014,Loss,4,Jair Rodrigues
Brazil,2014,Loss,5,Luciano do Valle
Canada,2014,Athletes,1,Michael Schumacher
Canada,2014,Athletes,2,Ray Rice
Canada,2014,Athletes,3,Eugenie Bouchard
Canada,2014,Athletes,4,Tony Stewart
Canada,2014,Athletes,5,Ultimate Warrior
Canada,2014,Global Figures,1,Jian Ghomeshi
Canada,2014,Global Figures,2,Rob Ford
Canada,2014,Global Figures,3,Jim Flaherty
Canada,2014,Global Figures,4,Eugenie Bouchard
Canada,2014,Global Figures,5,Mark McMorris
Canada,2014,People,1,Robin Williams
Canada,2014,People,2,Philip Seymour Hoffman
Canada,2014,People,3,Jennifer Lawrence
Canada,2014,People,4,Joan Rivers
Canada,2014,People,5,Jian Ghomeshi
Canada,2014,People,1,Robin Williams
Chile,2014,People,1,Bono Marzo 2014
Chile,2014,People,3,Robin Williams
Chile,2014,People,4,Gustavo Cerati
Chile,2014,People,5,Jadiel
Chile,2014,People,1,Robin Williams
Chile,2014,People,2,Gustavo Cerati
Chile,2014,People,3,Jadiel
Chile,2014,People,4,Joan Rivers
Chile,2014,People,5,Gabriel García Márquez
Colombia,2014,People,1,Mundial 2014
Colombia,2014,People,2,Robin Williams
Colombia,2014,People,3,Gabriel García Márquez
Colombia,2014,People,4,Giro d'Italia
Colombia,2014,People,5,Gustavo Cerati
Colombia,2014,People,1,Robin Williams
Colombia,2014,People,2,Gabriel García Márquez
Colombia,2014,People,3,Gustavo Cerati
Colombia,2014,People,4,Jennifer Lawrence
Colombia,2014,People,5,Luis Suárez
Costa Rica,2014,People,1,Keylor Navas
Costa Rica,2014,People,2,FIFA
Costa Rica,2014,People,3,Robin Williams
Costa Rica,2014,People,4,WhatsApp PLUS
Costa Rica,2014,People,5,Mundial 2014
Costa Rica,2014,People,1,Robin Williams
Costa Rica,2014,People,2,Jennifer Lawrence
Costa Rica,2014,People,3,Mónica Spear
Costa Rica,2014,People,4,Joan Rivers
Costa Rica,2014,People,5,Andrea Salas
Croatia,2014,People,1,Robin Williams
Croatia,2014,People,2,Maja Petrin
Croatia,2014,People,3,Nives Celzijus
Croatia,2014,People,4,Jennifer Lawrence
Croatia,2014,People,5,Niko Kovač
Denmark,2014,Global Figures,1,Robin Williams
Denmark,2014,Global Figures,2,Conchita Wurst
Denmark,2014,Global Figures,3,Jennifer Lawrence
Denmark,2014,Global Figures,4,Kim Kardashian
Denmark,2014,Global Figures,5,Philip Seymour Hoffman
Egypt,2014,People,1,صافيناز
Egypt,2014,People,2,خالد صالح
Egypt,2014,People,3,السيسي
Egypt,2014,People,4,حسين الامام
Egypt,2014,People,5,مروة حسين
Egypt,2014,People,1,مسلسلات رمضان
Egypt,2014,People,2,اغنية بشرة خير
Egypt,2014,People,3,اللجنة العليا للانتخابات
Egypt,2014,People,4,فيلم حلاوة روح
Egypt,2014,People,5,كاس العالم 2014
Finland,2014,Global Figures,1,Robin Williams
Finland,2014,Global Figures,2,Conchita Wurst
Finland,2014,Global Figures,3,Jennifer Lawrence
Finland,2014,Global Figures,4,Philip Seymour Hoffman
Finland,2014,Global Figures,5,Michael Schumacher
France,2014,People,1,Julie Gayet
France,2014,People,2,Nabilla Benattia
France,2014,People,3,Dieudonné
France,2014,People,4,Michael Schumacher
France,2014,People,5,Robin Williams
Ghana,2014,People,1,Castro
Ghana,2014,People,2,Komla Dumor
Ghana,2014,People,3,Myles Monroe
Ghana,2014,People,4,Shatta Wale
Ghana,2014,People,5,Robin Williams
Ghana,2014,People,1,Castro
Ghana,2014,People,2,Anonymox
Ghana,2014,People,3,Ebola
Ghana,2014,People,4,Komla Dumor
India,2014,People,1,Elections 2014
India,2014,People,2,FIFA 2014
India,2014,People,3,iPhone 6
India,2014,People,4,GATE 2015
India,2014,People,5,Narendra Modi
Ireland,2014,People,1,Kim Kardashian
Ireland,2014,People,2,Kate Middleton
Ireland,2014,People,3,Garth Brooks
Ireland,2014,People,4,Peaches Geldof
Ireland,2014,People,5,Jennifer Lawrence
Kenya,2014,People,1,Vera Sidika
Kenya,2014,People,2,Otieno Kajwang'
Kenya,2014,People,3,Angel Di Maria
Kenya,2014,People,4,Myles Munroe
Kenya,2014,People,5,Robin Williams
Malaysia,2014,People,1,Karpal Singh
Malaysia,2014,People,2,Robin Williams
Malaysia,2014,People,3,Jennifer Lawrence
Malaysia,2014,People,4,Felixia Yeap
Malaysia,2014,People,5,Hanez Suraya
Mexico,2014,People,1,Mundial 2014
Mexico,2014,People,2,Robin Williams
Mexico,2014,People,3,iPhone 6
Mexico,2014,People,4,Ébola
Mexico,2014,People,5,Jennifer Lawrence
New Zealand,2014,People,2,Robin Williams
New Zealand,2014,People,3,Commonwealth Games
New Zealand,2014,People,4,Malaysia Airlines
New Zealand,2014,People,5,iPhone 6
Nigeria,2014,People,1,Myles Monroe
Nigeria,2014,People,2,Kefee
Nigeria,2014,People,3,Dora Akunyili
Nigeria,2014,People,4,Joan Rivers
Nigeria,2014,People,5,Juan Mata
Pakistan,2014,People,1,Robin Williams
Pakistan,2014,People,2,Ayeza Khan
Pakistan,2014,People,3,Tiger Shroff
Pakistan,2014,People,4,Umar Akmal
Pakistan,2014,People,5,Hamid Mir
Pakistan,2014,People,1,ARY News Live
Pakistan,2014,People,2,Express News Live
Pakistan,2014,People,3,PTV Sports
Pakistan,2014,People,4,Hiload
Pakistan,2014,People,5,Samaa TV
Panama,2014,People,1,Tribunal Electoral
Panama,2014,People,2,Mundial 2014
Panama,2014,People,3,WhatsApp PLUS
Panama,2014,People,4,Robin Williams
Panama,2014,People,5,Ébola
Panama,2014,People,1,Robin Williams
Panama,2014,People,2,Mónica Spear
Panama,2014,People,3,Joan Rivers
Panama,2014,People,4,Jennifer Lawrence
Panama,2014,People,5,Paul Walker
Peru,2014,People,1,Mundial brasil 2014
Peru,2014,People,2,Entel
Peru,2014,People,3,ONPE Dónde votar
Peru,2014,People,4,Robin Williams
